date,amount,category,merchant,description,type,currency,balance
2024-06-15,-1936.06,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,-8155.250000000007
2024-06-16,-2133.91,Shopping,Brand Factory,Shopping at Brand Factory,debit,INR,-10289.160000000007
2024-06-17,-92.53,Dining Out,KFC,Dining Out at KFC,debit,INR,-10381.690000000008
2024-06-17,-710.22,Utilities,DTH Recharge,Utilities at DTH Recharge,debit,INR,-11091.910000000007
2024-06-18,-313.94,Groceries,Spencer's,Groceries at Spencer's,debit,INR,-11405.850000000008
2024-06-19,-1574.33,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,-12980.180000000008
2024-06-19,-853.0,Other,ATM,Other at ATM,debit,INR,-13833.180000000008
2024-06-20,-453.45,Other,Miscellaneous,Other at Miscellaneous,debit,INR,-14286.630000000008
2024-06-20,-523.45,Healthcare,Medical Tests,Healthcare at Medical Tests,debit,INR,-14810.080000000009
2024-06-21,-378.12,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,-15188.20000000001
2024-06-21,-106.6,Dining Out,Zomato,Dining Out at Zomato,debit,INR,-15294.80000000001
2024-06-22,-1259.45,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,-16554.25000000001
2024-06-22,-3958.44,Shopping,Myntra,Shopping at Myntra,debit,INR,-20512.69000000001
2024-06-22,-843.48,Dining Out,CCD,Dining Out at CCD,debit,INR,-21356.17000000001
2024-06-22,-5116.26,Shopping,Local Mall,Shopping at Local Mall,debit,INR,-26472.430000000008
2024-06-23,-1908.37,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,-28380.800000000007
2024-06-23,-4579.48,Shopping,Medical Store,Shopping at Medical Store,debit,INR,-32960.280000000006
2024-06-23,-5125.25,Shopping,Local Mall,Shopping at Local Mall,debit,INR,-38085.530000000006
2024-06-23,-785.61,Shopping,Myntra,Shopping at Myntra,debit,INR,-38871.14000000001
2024-06-24,-189.41,Dining Out,Domino's,Dining Out at Domino's,debit,INR,-39060.55000000001
2024-06-25,-183.72,Transport,Indian Oil,Transport at Indian Oil,debit,INR,-39244.27000000001
2024-06-25,-1733.32,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,-40977.59000000001
2024-06-25,-290.48,Dining Out,McDonald's India,Dining Out at McDonald's India,debit,INR,-41268.070000000014
2024-06-26,-2991.59,Shopping,Amazon India,Shopping at Amazon India,debit,INR,-44259.66000000002
2024-06-26,-2045.82,Utilities,Reliance Jio,Utilities at Reliance Jio,debit,INR,-46305.48000000002
2024-06-28,-326.96,Dining Out,Zomato,Dining Out at Zomato,debit,INR,-46632.44000000002
2024-06-28,-1947.05,Groceries,DMart,Groceries at DMart,debit,INR,-48579.49000000002
2024-06-30,-2101.24,Shopping,Amazon India,Shopping at Amazon India,debit,INR,-50680.73000000002
2024-07-01,96610.78,Income,Tech Company,Monthly Salary,credit,INR,45930.04999999998
2024-07-01,-342.91,Transport,HP Petrol,Transport at HP Petrol,debit,INR,45587.13999999998
2024-07-02,-149.05,Entertainment,Gym,Entertainment at Gym,debit,INR,45438.089999999975
2024-07-03,-843.59,Healthcare,Medical Tests,Healthcare at Medical Tests,debit,INR,44594.49999999998
2024-07-03,-481.18,Transport,Indian Oil,Transport at Indian Oil,debit,INR,44113.31999999998
2024-07-04,-2301.35,Other,Miscellaneous,Other at Miscellaneous,debit,INR,41811.96999999998
2024-07-05,-1207.93,Utilities,BWSSB,Utilities at BWSSB,debit,INR,40604.03999999998
2024-07-05,-478.51,Utilities,BWSSB,Utilities at BWSSB,debit,INR,40125.52999999998
2024-07-06,-2365.24,Groceries,DMart,Groceries at DMart,debit,INR,37760.28999999998
2024-07-06,-662.4,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,37097.88999999998
2024-07-07,-696.26,Transport,Uber,Transport at Uber,debit,INR,36401.629999999976
2024-07-08,-624.95,Dining Out,KFC,Dining Out at KFC,debit,INR,35776.67999999998
2024-07-09,-379.38,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,INR,35397.29999999998
2024-07-09,-2248.32,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,33148.97999999998
2024-07-09,-830.86,Other,Online Payment,Other at Online Payment,debit,INR,32318.11999999998
2024-07-10,-257.85,Entertainment,Netflix India,Entertainment at Netflix India,debit,INR,32060.269999999982
2024-07-10,-1134.55,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,30925.719999999983
2024-07-10,-3410.53,Shopping,Amazon India,Shopping at Amazon India,debit,INR,27515.189999999984
2024-07-10,-324.24,Entertainment,PVR Cinemas,Entertainment at PVR Cinemas,debit,INR,27190.949999999983
2024-07-11,-655.6,Healthcare,Doctor Visit,Healthcare at Doctor Visit,debit,INR,26535.349999999984
2024-07-13,-1875.23,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,24660.119999999984
2024-07-14,-97.49,Transport,BMTC,Transport at BMTC,debit,INR,24562.629999999983
2024-07-15,-2009.38,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,22553.24999999998
2024-07-16,-372.33,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,22180.91999999998
2024-07-16,-930.5,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,21250.41999999998
2024-07-18,-3464.85,Shopping,Flipkart,Shopping at Flipkart,debit,INR,17785.56999999998
2024-07-18,-587.55,Transport,Indian Oil,Transport at Indian Oil,debit,INR,17198.019999999982
2024-07-18,-667.28,Healthcare,Local Clinic,Healthcare at Local Clinic,debit,INR,16530.739999999983
2024-07-19,-475.83,Transport,BMTC,Transport at BMTC,debit,INR,16054.909999999983
2024-07-22,-467.53,Transport,Ola,Transport at Ola,debit,INR,15587.379999999983
2024-07-22,-889.23,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,14698.149999999983
2024-07-22,-1203.92,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,13494.229999999983
2024-07-23,-760.83,Dining Out,Domino's,Dining Out at Domino's,debit,INR,12733.399999999983
2024-07-24,-972.13,Other,ATM,Other at ATM,debit,INR,11761.269999999984
2024-07-25,-525.79,Groceries,Spencer's,Groceries at Spencer's,debit,INR,11235.479999999985
2024-07-25,-4133.38,Shopping,Myntra,Shopping at Myntra,debit,INR,7102.099999999985
2024-07-25,-1860.94,Utilities,DTH Recharge,Utilities at DTH Recharge,debit,INR,5241.159999999985
2024-07-27,-821.17,Entertainment,Gym,Entertainment at Gym,debit,INR,4419.989999999985
2024-07-27,-904.69,Healthcare,Hospital,Healthcare at Hospital,debit,INR,3515.299999999985
2024-07-27,-1244.55,Utilities,DTH Recharge,Utilities at DTH Recharge,debit,INR,2270.7499999999854
2024-07-28,-433.82,Utilities,Gas Agency,Utilities at Gas Agency,debit,INR,1836.9299999999855
2024-07-28,-2730.7,Shopping,Amazon India,Shopping at Amazon India,debit,INR,-893.7700000000143
2024-07-28,-2222.06,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,-3115.8300000000145
2024-07-28,-1221.27,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,-4337.100000000015
2024-07-29,-208.31,Transport,HP Petrol,Transport at HP Petrol,debit,INR,-4545.410000000015
2024-07-29,-1455.88,Utilities,BWSSB,Utilities at BWSSB,debit,INR,-6001.290000000015
2024-07-29,-223.59,Dining Out,KFC,Dining Out at KFC,debit,INR,-6224.880000000016
2024-07-30,-1610.77,Shopping,Medical Store,Shopping at Medical Store,debit,INR,-7835.650000000016
2024-07-30,-1661.97,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,-9497.620000000015
2024-07-30,-41.12,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,-9538.740000000016
2024-07-31,-811.88,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,-10350.620000000015
2024-07-31,-2656.55,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,-13007.170000000016
2024-08-01,-359.13,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,-13366.300000000016
2024-08-01,84443.07,Income,Local Business,Monthly Salary,credit,INR,71076.76999999999
2024-08-01,-741.11,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,70335.65999999999
2024-08-02,-1748.44,Utilities,Gas Agency,Utilities at Gas Agency,debit,INR,68587.21999999999
2024-08-03,-471.11,Transport,Uber,Transport at Uber,debit,INR,68116.10999999999
2024-08-04,-870.13,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,67245.97999999998
2024-08-04,-126.9,Dining Out,McDonald's India,Dining Out at McDonald's India,debit,INR,67119.07999999999
2024-08-04,-768.14,Entertainment,BookMyShow,Entertainment at BookMyShow,debit,INR,66350.93999999999
2024-08-06,-631.21,Dining Out,Domino's,Dining Out at Domino's,debit,INR,65719.72999999998
2024-08-09,-533.68,Dining Out,Zomato,Dining Out at Zomato,debit,INR,65186.04999999998
2024-08-10,-2231.93,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,62954.11999999998
2024-08-11,-2002.33,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,60951.78999999998
2024-08-12,-1321.25,Utilities,BESCOM,Utilities at BESCOM,debit,INR,59630.53999999998
2024-08-13,-1074.37,Utilities,Gas Agency,Utilities at Gas Agency,debit,INR,58556.16999999998
2024-08-14,-532.37,Dining Out,Zomato,Dining Out at Zomato,debit,INR,58023.799999999974
2024-08-15,-1719.77,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,56304.02999999998
2024-08-15,-682.58,Transport,HP Petrol,Transport at HP Petrol,debit,INR,55621.449999999975
2024-08-15,-507.69,Transport,Ola,Transport at Ola,debit,INR,55113.75999999997
2024-08-16,-81.66,Transport,HP Petrol,Transport at HP Petrol,debit,INR,55032.09999999997
2024-08-16,-1114.89,Groceries,Spencer's,Groceries at Spencer's,debit,INR,53917.20999999997
2024-08-17,-814.07,Entertainment,Hotstar,Entertainment at Hotstar,debit,INR,53103.13999999997
2024-08-18,-2397.45,Groceries,Spencer's,Groceries at Spencer's,debit,INR,50705.68999999997
2024-08-19,-1564.34,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,49141.34999999998
2024-08-19,-1453.07,Shopping,Local Mall,Shopping at Local Mall,debit,INR,47688.27999999998
2024-08-20,-476.52,Dining Out,Domino's,Dining Out at Domino's,debit,INR,47211.75999999998
2024-08-21,-765.46,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,INR,46446.29999999998
2024-08-21,-847.63,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,45598.669999999984
2024-08-22,-2348.33,Groceries,DMart,Groceries at DMart,debit,INR,43250.33999999998
2024-08-23,-3195.41,Shopping,Brand Factory,Shopping at Brand Factory,debit,INR,40054.92999999998
2024-08-24,-462.41,Transport,Uber,Transport at Uber,debit,INR,39592.519999999975
2024-08-24,-2688.45,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,36904.06999999998
2024-08-24,-1283.52,Groceries,Spencer's,Groceries at Spencer's,debit,INR,35620.54999999998
2024-08-25,-2084.28,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,33536.26999999998
2024-08-26,-2645.41,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,30890.859999999982
2024-08-26,-553.36,Transport,BMTC,Transport at BMTC,debit,INR,30337.49999999998
2024-08-27,-739.3,Entertainment,PVR Cinemas,Entertainment at PVR Cinemas,debit,INR,29598.199999999983
2024-08-27,-99.69,Transport,HP Petrol,Transport at HP Petrol,debit,INR,29498.509999999984
2024-08-27,-2853.79,Shopping,Brand Factory,Shopping at Brand Factory,debit,INR,26644.719999999983
2024-08-27,-798.15,Shopping,Amazon India,Shopping at Amazon India,debit,INR,25846.56999999998
2024-08-28,-252.1,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,25594.469999999983
2024-08-28,-1329.41,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,24265.059999999983
2024-08-29,-584.91,Dining Out,KFC,Dining Out at KFC,debit,INR,23680.149999999983
2024-08-30,-1136.44,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,22543.709999999985
2024-08-30,-1706.71,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,20836.999999999985
2024-08-31,-1174.86,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,19662.139999999985
2024-09-01,43479.74,Income,Tech Company,Monthly Salary,credit,INR,63141.87999999998
2024-09-01,-1133.32,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,62008.55999999998
2024-09-02,-2012.76,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,59995.79999999998
2024-09-02,-1323.11,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,58672.68999999998
2024-09-02,-527.44,Entertainment,Netflix India,Entertainment at Netflix India,debit,INR,58145.24999999998
2024-09-02,-451.64,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,57693.60999999998
2024-09-03,-930.37,Other,Online Payment,Other at Online Payment,debit,INR,56763.239999999976
2024-09-04,-1197.22,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,55566.019999999975
2024-09-04,-643.71,Entertainment,Hotstar,Entertainment at Hotstar,debit,INR,54922.309999999976
2024-09-05,-1940.5,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,52981.809999999976
2024-09-05,-831.86,Healthcare,Medical Tests,Healthcare at Medical Tests,debit,INR,52149.949999999975
2024-09-05,-611.8,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,51538.14999999997
2024-09-05,-631.0,Dining Out,Swiggy,Dining Out at Swiggy,debit,INR,50907.14999999997
2024-09-06,-1706.61,Shopping,Myntra,Shopping at Myntra,debit,INR,49200.53999999997
2024-09-06,-2036.93,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,47163.60999999997
2024-09-07,-3977.17,Shopping,Myntra,Shopping at Myntra,debit,INR,43186.43999999997
2024-09-08,-1196.19,Healthcare,Apollo Pharmacy,Healthcare at Apollo Pharmacy,debit,INR,41990.24999999997
2024-09-09,-916.73,Shopping,Local Mall,Shopping at Local Mall,debit,INR,41073.51999999997
2024-09-11,-1844.89,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,39228.62999999997
2024-09-12,-652.89,Transport,Delhi Metro,Transport at Delhi Metro,debit,INR,38575.73999999997
2024-09-12,-1182.44,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,37393.29999999997
2024-09-12,-1004.97,Groceries,DMart,Groceries at DMart,debit,INR,36388.329999999965
2024-09-13,-829.73,Healthcare,Doctor Visit,Healthcare at Doctor Visit,debit,INR,35558.59999999996
2024-09-14,-1917.64,Groceries,DMart,Groceries at DMart,debit,INR,33640.95999999996
2024-09-14,-377.39,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,33263.56999999996
2024-09-14,-1010.41,Groceries,Spencer's,Groceries at Spencer's,debit,INR,32253.159999999963
2024-09-15,-274.46,Entertainment,Netflix India,Entertainment at Netflix India,debit,INR,31978.699999999964
2024-09-16,-623.85,Groceries,DMart,Groceries at DMart,debit,INR,31354.849999999966
2024-09-17,-3791.38,Shopping,Local Mall,Shopping at Local Mall,debit,INR,27563.469999999965
2024-09-17,-276.89,Entertainment,Gym,Entertainment at Gym,debit,INR,27286.579999999965
2024-09-18,-216.25,Entertainment,Hotstar,Entertainment at Hotstar,debit,INR,27070.329999999965
2024-09-18,-654.85,Transport,Indian Oil,Transport at Indian Oil,debit,INR,26415.479999999967
2024-09-18,-403.93,Utilities,Reliance Jio,Utilities at Reliance Jio,debit,INR,26011.549999999967
2024-09-18,-2642.52,Shopping,Amazon India,Shopping at Amazon India,debit,INR,23369.029999999966
2024-09-19,-542.1,Dining Out,Swiggy,Dining Out at Swiggy,debit,INR,22826.929999999968
2024-09-19,-972.46,Groceries,DMart,Groceries at DMart,debit,INR,21854.46999999997
2024-09-22,-3973.52,Shopping,Local Mall,Shopping at Local Mall,debit,INR,17880.949999999968
2024-09-23,-1429.61,Utilities,BWSSB,Utilities at BWSSB,debit,INR,16451.339999999967
2024-09-23,-652.23,Entertainment,PVR Cinemas,Entertainment at PVR Cinemas,debit,INR,15799.109999999968
2024-09-24,-293.08,Utilities,Gas Agency,Utilities at Gas Agency,debit,INR,15506.029999999968
2024-09-24,-1168.57,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,14337.459999999968
2024-09-25,-805.78,Dining Out,McDonald's India,Dining Out at McDonald's India,debit,INR,13531.679999999968
2024-09-27,-731.52,Dining Out,Swiggy,Dining Out at Swiggy,debit,INR,12800.159999999967
2024-09-27,-415.11,Dining Out,Domino's,Dining Out at Domino's,debit,INR,12385.049999999967
2024-09-28,-360.67,Healthcare,Local Clinic,Healthcare at Local Clinic,debit,INR,12024.379999999966
2024-09-28,-1075.6,Groceries,Spencer's,Groceries at Spencer's,debit,INR,10948.779999999966
2024-09-29,-464.19,Dining Out,Zomato,Dining Out at Zomato,debit,INR,10484.589999999966
2024-09-30,-342.14,Transport,HP Petrol,Transport at HP Petrol,debit,INR,10142.449999999966
2024-10-01,-956.25,Utilities,DTH Recharge,Utilities at DTH Recharge,debit,INR,9186.199999999966
2024-10-01,-996.99,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,8189.209999999966
2024-10-02,-550.13,Dining Out,CCD,Dining Out at CCD,debit,INR,7639.079999999966
2024-10-02,-225.5,Entertainment,BookMyShow,Entertainment at BookMyShow,debit,INR,7413.579999999966
2024-10-03,-475.17,Other,Online Payment,Other at Online Payment,debit,INR,6938.409999999966
2024-10-04,-543.39,Shopping,Flipkart,Shopping at Flipkart,debit,INR,6395.019999999966
2024-10-05,-287.53,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,6107.489999999966
2024-10-06,-319.77,Dining Out,Local Restaurant,Dining Out at Local Restaurant,debit,INR,5787.719999999967
2024-10-08,-531.19,Transport,Delhi Metro,Transport at Delhi Metro,debit,INR,5256.529999999966
2024-10-08,-2589.93,Shopping,Brand Factory,Shopping at Brand Factory,debit,INR,2666.5999999999663
2024-10-09,-2005.64,Shopping,Myntra,Shopping at Myntra,debit,INR,660.9599999999662
2024-10-09,-1270.17,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,-609.2100000000339
2024-10-10,-1165.85,Other,Miscellaneous,Other at Miscellaneous,debit,INR,-1775.0600000000338
2024-10-10,-843.54,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,-2618.600000000034
2024-10-10,-1256.67,Shopping,Local Mall,Shopping at Local Mall,debit,INR,-3875.270000000034
2024-10-10,-394.64,Dining Out,Local Restaurant,Dining Out at Local Restaurant,debit,INR,-4269.910000000034
2024-10-11,-1884.25,Groceries,DMart,Groceries at DMart,debit,INR,-6154.160000000034
2024-10-12,-972.3,Shopping,Brand Factory,Shopping at Brand Factory,debit,INR,-7126.460000000035
2024-10-14,-801.31,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,-7927.770000000035
2024-10-14,-2627.21,Shopping,Local Mall,Shopping at Local Mall,debit,INR,-10554.980000000036
2024-10-14,-870.59,Healthcare,Doctor Visit,Healthcare at Doctor Visit,debit,INR,-11425.570000000036
2024-10-16,-1121.15,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,-12546.720000000036
2024-10-16,-615.27,Transport,Indian Oil,Transport at Indian Oil,debit,INR,-13161.990000000036
2024-10-16,-345.51,Entertainment,BookMyShow,Entertainment at BookMyShow,debit,INR,-13507.500000000036
2024-10-17,-356.57,Transport,BMTC,Transport at BMTC,debit,INR,-13864.070000000036
2024-10-17,-322.52,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,-14186.590000000037
2024-10-18,-100.19,Transport,HP Petrol,Transport at HP Petrol,debit,INR,-14286.780000000037
2024-10-18,-1147.32,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,-15434.100000000037
2024-10-19,-2813.3,Shopping,Local Mall,Shopping at Local Mall,debit,INR,-18247.400000000038
2024-10-19,-1489.98,Utilities,Airtel,Utilities at Airtel,debit,INR,-19737.380000000037
2024-10-20,-231.91,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,-19969.290000000037
2024-10-21,-850.29,Utilities,BWSSB,Utilities at BWSSB,debit,INR,-20819.580000000038
2024-10-22,-3302.49,Shopping,Flipkart,Shopping at Flipkart,debit,INR,-24122.070000000036
2024-10-22,-268.98,Dining Out,Zomato,Dining Out at Zomato,debit,INR,-24391.050000000036
2024-10-22,-408.99,Dining Out,Local Restaurant,Dining Out at Local Restaurant,debit,INR,-24800.040000000037
2024-10-23,-623.78,Transport,Ola,Transport at Ola,debit,INR,-25423.820000000036
2024-10-23,-381.88,Dining Out,Local Restaurant,Dining Out at Local Restaurant,debit,INR,-25805.700000000037
2024-10-24,-1260.73,Shopping,Local Mall,Shopping at Local Mall,debit,INR,-27066.430000000037
2024-10-24,-657.71,Transport,HP Petrol,Transport at HP Petrol,debit,INR,-27724.140000000036
2024-10-25,-682.71,Dining Out,Local Restaurant,Dining Out at Local Restaurant,debit,INR,-28406.850000000035
2024-10-25,-796.99,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,-29203.840000000037
2024-10-25,-623.53,Dining Out,McDonald's India,Dining Out at McDonald's India,debit,INR,-29827.370000000035
2024-10-26,-426.38,Utilities,BWSSB,Utilities at BWSSB,debit,INR,-30253.750000000036
2024-10-26,-878.77,Transport,Ola,Transport at Ola,debit,INR,-31132.520000000037
2024-10-27,-3419.44,Shopping,Local Mall,Shopping at Local Mall,debit,INR,-34551.960000000036
2024-10-28,-1825.73,Groceries,DMart,Groceries at DMart,debit,INR,-36377.69000000004
2024-10-29,-1333.76,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,-37711.45000000004
2024-10-30,-787.1,Groceries,Spencer's,Groceries at Spencer's,debit,INR,-38498.55000000004
2024-10-30,-1091.29,Entertainment,PVR Cinemas,Entertainment at PVR Cinemas,debit,INR,-39589.84000000004
2024-10-31,98154.56,Income,Local Business,Monthly Salary,credit,INR,58564.71999999996
2024-11-01,44276.06,Income,Tech Company,Monthly Salary,credit,INR,102840.77999999996
2024-11-01,-1897.49,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,100943.28999999995
2024-11-02,-700.8,Dining Out,KFC,Dining Out at KFC,debit,INR,100242.48999999995
2024-11-02,-2448.57,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,97793.91999999994
2024-11-02,-573.08,Dining Out,CCD,Dining Out at CCD,debit,INR,97220.83999999994
2024-11-04,-324.27,Dining Out,KFC,Dining Out at KFC,debit,INR,96896.56999999993
2024-11-04,-609.55,Utilities,BWSSB,Utilities at BWSSB,debit,INR,96287.01999999993
2024-11-04,-405.05,Groceries,Spencer's,Groceries at Spencer's,debit,INR,95881.96999999993
2024-11-05,-685.81,Transport,Ola,Transport at Ola,debit,INR,95196.15999999993
2024-11-05,-619.69,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,94576.46999999993
2024-11-05,-1018.81,Shopping,Medical Store,Shopping at Medical Store,debit,INR,93557.65999999993
2024-11-06,-946.48,Other,UPI Transfer,Other at UPI Transfer,debit,INR,92611.17999999993
2024-11-06,-1482.86,Utilities,BESCOM,Utilities at BESCOM,debit,INR,91128.31999999993
2024-11-07,-2753.63,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,88374.68999999993
2024-11-08,-1316.85,Other,ATM,Other at ATM,debit,INR,87057.83999999992
2024-11-09,-2016.85,Groceries,DMart,Groceries at DMart,debit,INR,85040.98999999992
2024-11-10,-360.97,Transport,Uber,Transport at Uber,debit,INR,84680.01999999992
2024-11-11,-3256.78,Shopping,Amazon India,Shopping at Amazon India,debit,INR,81423.23999999992
2024-11-11,-1309.06,Utilities,Reliance Jio,Utilities at Reliance Jio,debit,INR,80114.17999999992
2024-11-11,-1477.56,Groceries,Spencer's,Groceries at Spencer's,debit,INR,78636.61999999992
2024-11-11,-519.08,Transport,Ola,Transport at Ola,debit,INR,78117.53999999992
2024-11-12,-5779.98,Shopping,Brand Factory,Shopping at Brand Factory,debit,INR,72337.55999999992
2024-11-13,-962.51,Other,ATM,Other at ATM,debit,INR,71375.04999999993
2024-11-13,-724.29,Shopping,Myntra,Shopping at Myntra,debit,INR,70650.75999999994
2024-11-14,-1667.89,Other,Miscellaneous,Other at Miscellaneous,debit,INR,68982.86999999994
2024-11-15,-713.39,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,68269.47999999994
2024-11-16,-385.16,Entertainment,Netflix India,Entertainment at Netflix India,debit,INR,67884.31999999993
2024-11-17,-2701.5,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,65182.819999999934
2024-11-17,-202.53,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,64980.289999999935
2024-11-18,-735.36,Shopping,Amazon India,Shopping at Amazon India,debit,INR,64244.929999999935
2024-11-19,-1377.29,Other,Miscellaneous,Other at Miscellaneous,debit,INR,62867.639999999934
2024-11-19,-2298.9,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,60568.73999999993
2024-11-19,-354.59,Dining Out,McDonald's India,Dining Out at McDonald's India,debit,INR,60214.149999999936
2024-11-20,-268.0,Transport,Delhi Metro,Transport at Delhi Metro,debit,INR,59946.149999999936
2024-11-21,-439.85,Healthcare,Apollo Pharmacy,Healthcare at Apollo Pharmacy,debit,INR,59506.29999999994
2024-11-21,-235.47,Other,Online Payment,Other at Online Payment,debit,INR,59270.829999999936
2024-11-22,-398.59,Transport,Delhi Metro,Transport at Delhi Metro,debit,INR,58872.23999999994
2024-11-22,-4132.93,Shopping,Local Mall,Shopping at Local Mall,debit,INR,54739.30999999994
2024-11-22,-547.2,Transport,Uber,Transport at Uber,debit,INR,54192.10999999994
2024-11-23,-1567.26,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,52624.84999999994
2024-11-24,-821.04,Entertainment,BookMyShow,Entertainment at BookMyShow,debit,INR,51803.80999999994
2024-11-25,-1027.51,Other,ATM,Other at ATM,debit,INR,50776.29999999994
2024-11-26,-398.86,Transport,Delhi Metro,Transport at Delhi Metro,debit,INR,50377.43999999994
2024-11-26,-4243.25,Shopping,Medical Store,Shopping at Medical Store,debit,INR,46134.18999999994
2024-11-27,-1521.99,Utilities,BESCOM,Utilities at BESCOM,debit,INR,44612.19999999994
2024-11-28,-1478.93,Utilities,Reliance Jio,Utilities at Reliance Jio,debit,INR,43133.26999999994
2024-11-28,-300.23,Transport,Delhi Metro,Transport at Delhi Metro,debit,INR,42833.039999999935
2024-11-29,-2580.27,Groceries,Spencer's,Groceries at Spencer's,debit,INR,40252.76999999994
2024-11-30,-261.51,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,39991.25999999994
2024-12-01,101283.88,Income,Tech Company,Monthly Salary,credit,INR,141275.13999999996
2024-12-01,-514.27,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,140760.86999999997
2024-12-01,-1638.01,Utilities,Reliance Jio,Utilities at Reliance Jio,debit,INR,139122.85999999996
2024-12-01,-1090.67,Healthcare,Doctor Visit,Healthcare at Doctor Visit,debit,INR,138032.18999999994
2024-12-02,-1798.33,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,136233.85999999996
2024-12-03,-668.16,Groceries,Spencer's,Groceries at Spencer's,debit,INR,135565.69999999995
2024-12-04,-608.24,Entertainment,Hotstar,Entertainment at Hotstar,debit,INR,134957.45999999996
2024-12-04,-552.69,Shopping,Myntra,Shopping at Myntra,debit,INR,134404.76999999996
2024-12-05,-549.55,Transport,HP Petrol,Transport at HP Petrol,debit,INR,133855.21999999997
