date,amount,category,merchant,description,type,currency,balance
2024-06-20,-54.03,Entertainment,Cinema,Entertainment at Cinema,debit,GBP,5572.249999999995
2024-06-21,-74.4,Groceries,Tesco,Groceries at Tesco,debit,GBP,5497.849999999996
2024-06-21,-173.61,Shopping,H&M,Shopping at H&M,debit,GBP,5324.239999999996
2024-06-21,-23.71,Transport,National Rail,Transport at National Rail,debit,GBP,5300.529999999996
2024-06-22,-35.04,Transport,First Bus,Transport at First Bus,debit,GBP,5265.489999999996
2024-06-22,-68.44,Groceries,Tesco,Groceries at Tesco,debit,GBP,5197.0499999999965
2024-06-23,-14.72,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,GBP,5182.329999999996
2024-06-24,-146.01,Utilities,Thames Water,Utilities at Thames Water,debit,GBP,5036.319999999996
2024-06-25,-119.87,Groceries,Aldi,Groceries at Aldi,debit,GBP,4916.449999999996
2024-06-26,-20.73,Transport,Shell,Transport at Shell,debit,GBP,4895.719999999997
2024-06-27,-101.29,Shopping,H&M,Shopping at H&M,debit,GBP,4794.429999999997
2024-06-28,-19.04,Other,Online Purchase,Other at Online Purchase,debit,GBP,4775.389999999997
2024-06-28,-90.17,Groceries,Iceland,Groceries at Iceland,debit,GBP,4685.219999999997
2024-06-28,-70.84,Transport,TfL,Transport at TfL,debit,GBP,4614.3799999999965
2024-06-30,-39.98,Transport,TfL,Transport at TfL,debit,GBP,4574.399999999997
2024-06-30,-10.27,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,4564.1299999999965
2024-07-01,-71.56,Groceries,Aldi,Groceries at Aldi,debit,GBP,4492.569999999996
2024-07-03,-60.41,Groceries,Aldi,Groceries at Aldi,debit,GBP,4432.159999999996
2024-07-03,-65.19,Groceries,Tesco,Groceries at Tesco,debit,GBP,4366.969999999997
2024-07-04,-12.86,Entertainment,Gym Membership,Entertainment at Gym Membership,debit,GBP,4354.109999999997
2024-07-04,-78.48,Transport,National Rail,Transport at National Rail,debit,GBP,4275.629999999997
2024-07-05,-11.75,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,4263.879999999997
2024-07-05,-14.27,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,4249.609999999997
2024-07-05,-38.02,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,4211.5899999999965
2024-07-06,-15.29,Dining Out,Nando's,Dining Out at Nando's,debit,GBP,4196.2999999999965
2024-07-07,-70.46,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,4125.8399999999965
2024-07-08,-41.93,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,4083.9099999999967
2024-07-08,-59.22,Utilities,British Gas,Utilities at British Gas,debit,GBP,4024.689999999997
2024-07-09,-30.52,Groceries,Tesco,Groceries at Tesco,debit,GBP,3994.169999999997
2024-07-09,-38.26,Utilities,Thames Water,Utilities at Thames Water,debit,GBP,3955.9099999999967
2024-07-10,-92.67,Shopping,H&M,Shopping at H&M,debit,GBP,3863.2399999999966
2024-07-11,-33.73,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,3829.5099999999966
2024-07-11,-99.61,Groceries,Iceland,Groceries at Iceland,debit,GBP,3729.8999999999965
2024-07-11,-82.13,Groceries,Tesco,Groceries at Tesco,debit,GBP,3647.7699999999963
2024-07-11,-24.05,Entertainment,Football Tickets,Entertainment at Football Tickets,debit,GBP,3623.719999999996
2024-07-13,-39.49,Groceries,Aldi,Groceries at Aldi,debit,GBP,3584.2299999999964
2024-07-14,-14.77,Groceries,Tesco,Groceries at Tesco,debit,GBP,3569.4599999999964
2024-07-14,-32.07,Dining Out,Costa Coffee,Dining Out at Costa Coffee,debit,GBP,3537.3899999999962
2024-07-15,-20.17,Groceries,Tesco,Groceries at Tesco,debit,GBP,3517.219999999996
2024-07-16,-49.18,Shopping,Boots,Shopping at Boots,debit,GBP,3468.0399999999963
2024-07-16,-99.49,Shopping,Boots,Shopping at Boots,debit,GBP,3368.5499999999965
2024-07-16,-26.47,Entertainment,Football Tickets,Entertainment at Football Tickets,debit,GBP,3342.0799999999967
2024-07-17,-24.03,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,3318.0499999999965
2024-07-18,-34.13,Other,Online Purchase,Other at Online Purchase,debit,GBP,3283.9199999999964
2024-07-18,-37.11,Transport,Shell,Transport at Shell,debit,GBP,3246.8099999999963
2024-07-19,-85.3,Shopping,H&M,Shopping at H&M,debit,GBP,3161.509999999996
2024-07-20,-113.3,Groceries,Iceland,Groceries at Iceland,debit,GBP,3048.209999999996
2024-07-20,-99.57,Groceries,Aldi,Groceries at Aldi,debit,GBP,2948.639999999996
2024-07-20,-24.88,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,2923.7599999999957
2024-07-21,-17.68,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,2906.079999999996
2024-07-21,-37.69,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,2868.389999999996
2024-07-22,-87.53,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,2780.8599999999956
2024-07-23,-66.87,Utilities,EDF Energy,Utilities at EDF Energy,debit,GBP,2713.9899999999957
2024-07-23,-37.01,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,2676.9799999999955
2024-07-24,-66.26,Transport,BP,Transport at BP,debit,GBP,2610.7199999999953
2024-07-25,-21.57,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,2589.149999999995
2024-07-26,-36.62,Utilities,Sky,Utilities at Sky,debit,GBP,2552.529999999995
2024-07-27,-18.06,Other,Online Purchase,Other at Online Purchase,debit,GBP,2534.4699999999953
2024-07-27,-85.75,Groceries,Iceland,Groceries at Iceland,debit,GBP,2448.7199999999953
2024-07-27,-76.71,Shopping,M&S,Shopping at M&S,debit,GBP,2372.009999999995
2024-07-27,-111.48,Shopping,Boots,Shopping at Boots,debit,GBP,2260.529999999995
2024-07-28,-106.54,Utilities,British Gas,Utilities at British Gas,debit,GBP,2153.9899999999952
2024-07-28,-88.09,Shopping,Next,Shopping at Next,debit,GBP,2065.899999999995
2024-07-28,-93.13,Shopping,Next,Shopping at Next,debit,GBP,1972.769999999995
2024-07-29,-56.17,Healthcare,Dentist,Healthcare at Dentist,debit,GBP,1916.599999999995
2024-07-29,-48.8,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,1867.799999999995
2024-07-30,-70.22,Other,Online Purchase,Other at Online Purchase,debit,GBP,1797.579999999995
2024-07-30,-44.5,Other,ATM Withdrawal,Other at ATM Withdrawal,debit,GBP,1753.079999999995
2024-07-31,5621.83,Income,Company Ltd,Monthly Salary,credit,GBP,7374.909999999994
2024-08-01,-11.78,Transport,TfL,Transport at TfL,debit,GBP,7363.129999999995
2024-08-01,-36.52,Other,ATM Withdrawal,Other at ATM Withdrawal,debit,GBP,7326.609999999994
2024-08-01,-34.21,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,7292.399999999994
2024-08-02,-108.01,Groceries,Aldi,Groceries at Aldi,debit,GBP,7184.389999999994
2024-08-02,-122.73,Shopping,Next,Shopping at Next,debit,GBP,7061.659999999994
2024-08-03,-101.63,Groceries,Aldi,Groceries at Aldi,debit,GBP,6960.029999999994
2024-08-03,-5.28,Transport,TfL,Transport at TfL,debit,GBP,6954.7499999999945
2024-08-04,-75.97,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,6878.779999999994
2024-08-05,-133.36,Utilities,British Gas,Utilities at British Gas,debit,GBP,6745.419999999995
2024-08-06,-19.77,Entertainment,Football Tickets,Entertainment at Football Tickets,debit,GBP,6725.649999999994
2024-08-07,-7.41,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,6718.239999999994
2024-08-08,-89.32,Groceries,Aldi,Groceries at Aldi,debit,GBP,6628.919999999995
2024-08-08,-11.95,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,6616.969999999995
2024-08-08,-50.21,Groceries,Iceland,Groceries at Iceland,debit,GBP,6566.759999999995
2024-08-09,-111.61,Shopping,Next,Shopping at Next,debit,GBP,6455.149999999995
2024-08-09,-5.56,Transport,Shell,Transport at Shell,debit,GBP,6449.589999999995
2024-08-11,-212.27,Shopping,H&M,Shopping at H&M,debit,GBP,6237.319999999994
2024-08-11,-107.5,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,6129.819999999994
2024-08-12,-51.54,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,6078.279999999994
2024-08-13,-47.34,Entertainment,Football Tickets,Entertainment at Football Tickets,debit,GBP,6030.939999999994
2024-08-14,-23.49,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,6007.449999999994
2024-08-15,-158.87,Shopping,John Lewis,Shopping at John Lewis,debit,GBP,5848.5799999999945
2024-08-16,-49.86,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,5798.719999999995
2024-08-17,-43.63,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,5755.089999999995
2024-08-17,-98.45,Groceries,Iceland,Groceries at Iceland,debit,GBP,5656.639999999995
2024-08-17,-42.33,Dining Out,Nando's,Dining Out at Nando's,debit,GBP,5614.309999999995
2024-08-17,-41.62,Other,Online Purchase,Other at Online Purchase,debit,GBP,5572.689999999995
2024-08-18,-100.15,Groceries,Aldi,Groceries at Aldi,debit,GBP,5472.539999999995
2024-08-18,-42.22,Entertainment,Netflix,Entertainment at Netflix,debit,GBP,5430.319999999995
2024-08-19,-98.66,Groceries,Aldi,Groceries at Aldi,debit,GBP,5331.659999999995
2024-08-19,-86.46,Utilities,Sky,Utilities at Sky,debit,GBP,5245.199999999995
2024-08-20,-57.16,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,5188.039999999995
2024-08-20,-38.23,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,5149.809999999996
2024-08-20,-84.57,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,5065.239999999996
2024-08-21,-41.44,Dining Out,Nando's,Dining Out at Nando's,debit,GBP,5023.7999999999965
2024-08-21,-39.63,Utilities,Thames Water,Utilities at Thames Water,debit,GBP,4984.169999999996
2024-08-22,-82.96,Shopping,H&M,Shopping at H&M,debit,GBP,4901.209999999996
2024-08-22,-74.38,Groceries,ASDA,Groceries at ASDA,debit,GBP,4826.829999999996
2024-08-22,-5.13,Transport,First Bus,Transport at First Bus,debit,GBP,4821.699999999996
2024-08-23,-60.48,Shopping,Next,Shopping at Next,debit,GBP,4761.219999999997
2024-08-24,-27.32,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,4733.899999999997
2024-08-25,-75.58,Utilities,EDF Energy,Utilities at EDF Energy,debit,GBP,4658.319999999997
2024-08-26,-11.06,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,4647.259999999997
2024-08-27,-51.62,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,4595.639999999997
2024-08-27,-71.32,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,4524.319999999997
2024-08-28,-51.15,Shopping,Zara,Shopping at Zara,debit,GBP,4473.169999999997
2024-08-28,-26.6,Entertainment,Gym Membership,Entertainment at Gym Membership,debit,GBP,4446.569999999997
2024-08-28,-89.73,Transport,TfL,Transport at TfL,debit,GBP,4356.839999999997
2024-08-29,-210.65,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,4146.189999999998
2024-08-30,-44.67,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,4101.519999999998
2024-08-31,-5.96,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,4095.5599999999977
2024-08-31,5575.94,Income,Company Ltd,Monthly Salary,credit,GBP,9671.499999999996
2024-09-01,-61.14,Groceries,Iceland,Groceries at Iceland,debit,GBP,9610.359999999997
2024-09-01,-16.61,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,9593.749999999996
2024-09-01,4346.17,Income,Workplace PLC,Monthly Salary,credit,GBP,13939.919999999996
2024-09-01,-64.58,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,13875.339999999997
2024-09-01,-46.22,Shopping,Zara,Shopping at Zara,debit,GBP,13829.119999999997
2024-09-02,-20.7,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,13808.419999999996
2024-09-03,-73.1,Other,Online Purchase,Other at Online Purchase,debit,GBP,13735.319999999996
2024-09-03,-19.24,Healthcare,Pharmacy,Healthcare at Pharmacy,debit,GBP,13716.079999999996
2024-09-04,-62.06,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,13654.019999999997
2024-09-05,-42.44,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,13611.579999999996
2024-09-06,-81.04,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,13530.539999999995
2024-09-06,-189.69,Shopping,Next,Shopping at Next,debit,GBP,13340.849999999995
2024-09-07,-11.55,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,13329.299999999996
2024-09-08,-61.84,Shopping,Zara,Shopping at Zara,debit,GBP,13267.459999999995
2024-09-08,-92.06,Groceries,ASDA,Groceries at ASDA,debit,GBP,13175.399999999996
2024-09-09,-111.82,Shopping,Next,Shopping at Next,debit,GBP,13063.579999999996
2024-09-10,-90.45,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,12973.129999999996
2024-09-11,-87.39,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,12885.739999999996
2024-09-11,-10.9,Dining Out,Local Pub,Dining Out at Local Pub,debit,GBP,12874.839999999997
2024-09-11,-61.83,Entertainment,Cinema,Entertainment at Cinema,debit,GBP,12813.009999999997
2024-09-12,-43.57,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,12769.439999999997
2024-09-12,-111.44,Groceries,Tesco,Groceries at Tesco,debit,GBP,12657.999999999996
2024-09-12,-42.9,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,12615.099999999997
2024-09-14,-10.71,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,12604.389999999998
2024-09-15,-54.75,Entertainment,Gym Membership,Entertainment at Gym Membership,debit,GBP,12549.639999999998
2024-09-15,-90.96,Groceries,ASDA,Groceries at ASDA,debit,GBP,12458.679999999998
2024-09-15,-35.46,Groceries,Lidl,Groceries at Lidl,debit,GBP,12423.22
2024-09-16,-85.34,Groceries,Tesco,Groceries at Tesco,debit,GBP,12337.88
2024-09-17,-113.14,Groceries,Aldi,Groceries at Aldi,debit,GBP,12224.74
2024-09-18,-70.16,Groceries,ASDA,Groceries at ASDA,debit,GBP,12154.58
2024-09-19,-126.48,Shopping,Next,Shopping at Next,debit,GBP,12028.1
2024-09-19,-180.13,Shopping,John Lewis,Shopping at John Lewis,debit,GBP,11847.970000000001
2024-09-20,-44.37,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,11803.6
2024-09-21,-43.04,Transport,Shell,Transport at Shell,debit,GBP,11760.56
2024-09-21,-14.2,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,11746.359999999999
2024-09-21,-78.1,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,11668.259999999998
2024-09-22,-37.02,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,11631.239999999998
2024-09-22,-18.92,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,11612.319999999998
2024-09-22,-188.46,Shopping,Boots,Shopping at Boots,debit,GBP,11423.859999999999
2024-09-23,-30.54,Entertainment,Cinema,Entertainment at Cinema,debit,GBP,11393.319999999998
2024-09-23,-14.89,Other,ATM Withdrawal,Other at ATM Withdrawal,debit,GBP,11378.429999999998
2024-09-24,-165.3,Utilities,BT,Utilities at BT,debit,GBP,11213.13
2024-09-24,-73.81,Transport,First Bus,Transport at First Bus,debit,GBP,11139.32
2024-09-24,-139.81,Utilities,Sky,Utilities at Sky,debit,GBP,10999.51
2024-09-24,-54.29,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,10945.22
2024-09-25,-35.47,Groceries,Lidl,Groceries at Lidl,debit,GBP,10909.75
2024-09-26,-7.15,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,10902.6
2024-09-26,-37.72,Dining Out,Local Pub,Dining Out at Local Pub,debit,GBP,10864.880000000001
2024-09-27,-9.39,Transport,First Bus,Transport at First Bus,debit,GBP,10855.490000000002
2024-09-27,-80.24,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,10775.250000000002
2024-09-27,-14.94,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,10760.310000000001
2024-09-28,-11.81,Dining Out,Nando's,Dining Out at Nando's,debit,GBP,10748.500000000002
2024-09-28,-79.77,Healthcare,Opticians,Healthcare at Opticians,debit,GBP,10668.730000000001
2024-09-28,-44.01,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,10624.720000000001
2024-09-28,-21.55,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,10603.170000000002
2024-09-29,-44.64,Other,Online Purchase,Other at Online Purchase,debit,GBP,10558.530000000002
2024-09-29,-25.59,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,10532.940000000002
2024-09-30,-20.99,Other,Online Purchase,Other at Online Purchase,debit,GBP,10511.950000000003
2024-09-30,-17.82,Transport,BP,Transport at BP,debit,GBP,10494.130000000003
2024-10-02,-108.24,Groceries,Iceland,Groceries at Iceland,debit,GBP,10385.890000000003
2024-10-02,-82.43,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,10303.460000000003
2024-10-02,-73.35,Groceries,Iceland,Groceries at Iceland,debit,GBP,10230.110000000002
2024-10-03,-55.65,Groceries,Lidl,Groceries at Lidl,debit,GBP,10174.460000000003
2024-10-03,-38.93,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,GBP,10135.530000000002
2024-10-05,-108.09,Groceries,Iceland,Groceries at Iceland,debit,GBP,10027.440000000002
2024-10-05,-29.06,Groceries,Iceland,Groceries at Iceland,debit,GBP,9998.380000000003
2024-10-07,-117.5,Shopping,Zara,Shopping at Zara,debit,GBP,9880.880000000003
2024-10-07,-25.31,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,9855.570000000003
2024-10-07,-22.42,Groceries,Lidl,Groceries at Lidl,debit,GBP,9833.150000000003
2024-10-08,-123.12,Shopping,Zara,Shopping at Zara,debit,GBP,9710.030000000002
2024-10-08,-71.42,Groceries,ASDA,Groceries at ASDA,debit,GBP,9638.610000000002
2024-10-08,-35.63,Other,ATM Withdrawal,Other at ATM Withdrawal,debit,GBP,9602.980000000003
2024-10-09,-113.33,Utilities,Thames Water,Utilities at Thames Water,debit,GBP,9489.650000000003
2024-10-10,-127.97,Shopping,John Lewis,Shopping at John Lewis,debit,GBP,9361.680000000004
2024-10-10,-67.81,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,9293.870000000004
2024-10-11,-115.68,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,9178.190000000004
2024-10-12,-99.98,Groceries,Tesco,Groceries at Tesco,debit,GBP,9078.210000000005
2024-10-12,-33.16,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,9045.050000000005
2024-10-13,-24.9,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,9020.150000000005
2024-10-14,-42.68,Entertainment,Gym Membership,Entertainment at Gym Membership,debit,GBP,8977.470000000005
2024-10-16,-21.53,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,8955.940000000004
2024-10-17,-43.82,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,8912.120000000004
2024-10-18,-38.64,Healthcare,Private GP,Healthcare at Private GP,debit,GBP,8873.480000000005
2024-10-18,-116.39,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,8757.090000000006
2024-10-19,-10.56,Transport,National Rail,Transport at National Rail,debit,GBP,8746.530000000006
2024-10-20,-125.52,Utilities,Sky,Utilities at Sky,debit,GBP,8621.010000000006
2024-10-21,-40.04,Utilities,BT,Utilities at BT,debit,GBP,8580.970000000005
2024-10-21,-14.69,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,8566.280000000004
2024-10-22,-30.23,Other,ATM Withdrawal,Other at ATM Withdrawal,debit,GBP,8536.050000000005
2024-10-22,-34.52,Groceries,Lidl,Groceries at Lidl,debit,GBP,8501.530000000004
2024-10-23,-43.7,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,8457.830000000004
2024-10-23,-38.87,Transport,BP,Transport at BP,debit,GBP,8418.960000000003
2024-10-24,-105.51,Groceries,Tesco,Groceries at Tesco,debit,GBP,8313.450000000003
2024-10-25,-65.2,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,8248.250000000002
2024-10-25,-20.92,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,8227.330000000002
2024-10-25,-56.45,Transport,Shell,Transport at Shell,debit,GBP,8170.880000000002
2024-10-26,-95.67,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,8075.210000000002
2024-10-27,-23.69,Groceries,ASDA,Groceries at ASDA,debit,GBP,8051.520000000002
2024-10-28,-40.59,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,8010.930000000002
2024-10-28,-123.56,Groceries,Aldi,Groceries at Aldi,debit,GBP,7887.370000000002
2024-10-28,-18.61,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,GBP,7868.760000000002
2024-10-29,-118.51,Groceries,Aldi,Groceries at Aldi,debit,GBP,7750.250000000002
2024-10-30,-9.02,Transport,BP,Transport at BP,debit,GBP,7741.230000000001
2024-10-31,-106.95,Shopping,Next,Shopping at Next,debit,GBP,7634.280000000002
2024-10-31,3849.41,Income,Company Ltd,Monthly Salary,credit,GBP,11483.690000000002
2024-11-01,2244.78,Income,Company Ltd,Monthly Salary,credit,GBP,13728.470000000003
2024-11-01,-48.52,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,13679.950000000003
2024-11-02,-15.8,Entertainment,Football Tickets,Entertainment at Football Tickets,debit,GBP,13664.150000000003
2024-11-03,-17.85,Entertainment,Gym Membership,Entertainment at Gym Membership,debit,GBP,13646.300000000003
2024-11-03,-22.08,Entertainment,Football Tickets,Entertainment at Football Tickets,debit,GBP,13624.220000000003
2024-11-03,-44.5,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,13579.720000000003
2024-11-03,-49.88,Healthcare,Private GP,Healthcare at Private GP,debit,GBP,13529.840000000004
2024-11-05,-46.35,Groceries,ASDA,Groceries at ASDA,debit,GBP,13483.490000000003
2024-11-05,-31.38,Healthcare,Opticians,Healthcare at Opticians,debit,GBP,13452.110000000004
2024-11-05,-31.22,Groceries,ASDA,Groceries at ASDA,debit,GBP,13420.890000000005
2024-11-06,-17.49,Dining Out,Local Pub,Dining Out at Local Pub,debit,GBP,13403.400000000005
2024-11-07,-9.58,Other,Online Purchase,Other at Online Purchase,debit,GBP,13393.820000000005
2024-11-08,-75.93,Groceries,Tesco,Groceries at Tesco,debit,GBP,13317.890000000005
2024-11-09,-46.43,Transport,BP,Transport at BP,debit,GBP,13271.460000000005
2024-11-09,-68.21,Groceries,ASDA,Groceries at ASDA,debit,GBP,13203.250000000005
2024-11-09,-59.17,Shopping,Boots,Shopping at Boots,debit,GBP,13144.080000000005
2024-11-10,-169.36,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,12974.720000000005
2024-11-10,-16.07,Other,Online Purchase,Other at Online Purchase,debit,GBP,12958.650000000005
2024-11-11,-95.12,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,12863.530000000004
2024-11-11,-34.78,Groceries,Lidl,Groceries at Lidl,debit,GBP,12828.750000000004
2024-11-12,-40.91,Dining Out,Local Pub,Dining Out at Local Pub,debit,GBP,12787.840000000004
2024-11-12,-76.46,Transport,National Rail,Transport at National Rail,debit,GBP,12711.380000000005
2024-11-13,-41.3,Shopping,M&S,Shopping at M&S,debit,GBP,12670.080000000005
2024-11-14,-19.74,Healthcare,Dentist,Healthcare at Dentist,debit,GBP,12650.340000000006
2024-11-15,-28.75,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,12621.590000000006
2024-11-15,-28.14,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,12593.450000000006
2024-11-16,-36.76,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,12556.690000000006
2024-11-16,-30.25,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,GBP,12526.440000000006
2024-11-18,-4.35,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,12522.090000000006
2024-11-18,-64.94,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,12457.150000000005
2024-11-18,-121.35,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,12335.800000000005
2024-11-18,-16.24,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,12319.560000000005
2024-11-19,-97.1,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,12222.460000000005
2024-11-20,-12.7,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,12209.760000000004
2024-11-21,-24.59,Groceries,Tesco,Groceries at Tesco,debit,GBP,12185.170000000004
2024-11-21,-21.68,Transport,TfL,Transport at TfL,debit,GBP,12163.490000000003
2024-11-22,-58.83,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,12104.660000000003
2024-11-24,-104.32,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,12000.340000000004
2024-11-25,-75.08,Groceries,Iceland,Groceries at Iceland,debit,GBP,11925.260000000004
2024-11-25,-63.32,Groceries,Tesco,Groceries at Tesco,debit,GBP,11861.940000000004
2024-11-26,-18.56,Other,Online Purchase,Other at Online Purchase,debit,GBP,11843.380000000005
2024-11-26,-61.93,Entertainment,Cinema,Entertainment at Cinema,debit,GBP,11781.450000000004
2024-11-28,-44.31,Groceries,Iceland,Groceries at Iceland,debit,GBP,11737.140000000005
2024-11-28,-24.75,Shopping,Zara,Shopping at Zara,debit,GBP,11712.390000000005
2024-11-29,-43.05,Groceries,Tesco,Groceries at Tesco,debit,GBP,11669.340000000006
2024-11-29,-19.31,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,11650.030000000006
2024-11-30,-8.34,Other,Online Purchase,Other at Online Purchase,debit,GBP,11641.690000000006
2024-11-30,-22.54,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,11619.150000000005
2024-11-30,-20.11,Groceries,Aldi,Groceries at Aldi,debit,GBP,11599.040000000005
2024-12-01,4711.58,Income,Employer Inc,Monthly Salary,credit,GBP,16310.620000000004
2024-12-01,-22.62,Groceries,Tesco,Groceries at Tesco,debit,GBP,16288.000000000004
2024-12-01,-86.28,Transport,BP,Transport at BP,debit,GBP,16201.720000000003
2024-12-02,-11.25,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,16190.470000000003
2024-12-02,-26.55,Groceries,Aldi,Groceries at Aldi,debit,GBP,16163.920000000004
2024-12-02,-78.45,Utilities,BT,Utilities at BT,debit,GBP,16085.470000000003
2024-12-03,-43.33,Entertainment,Football Tickets,Entertainment at Football Tickets,debit,GBP,16042.140000000003
2024-12-03,-42.6,Groceries,Lidl,Groceries at Lidl,debit,GBP,15999.540000000003
2024-12-04,-29.54,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,15970.000000000002
2024-12-04,-103.95,Utilities,Thames Water,Utilities at Thames Water,debit,GBP,15866.050000000001
2024-12-04,-49.99,Groceries,Iceland,Groceries at Iceland,debit,GBP,15816.060000000001
2024-12-05,-40.69,Other,ATM Withdrawal,Other at ATM Withdrawal,debit,GBP,15775.37
2024-12-06,-170.28,Shopping,M&S,Shopping at M&S,debit,GBP,15605.09
2024-12-06,-24.21,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,GBP,15580.880000000001
