date,amount,category,merchant,description,type,currency,balance
2024-06-27,-43.29,Utilities,EDF Energy,Utilities at EDF Energy,debit,GBP,10453.240000000013
2024-06-27,-139.09,Utilities,Sky,Utilities at Sky,debit,GBP,10314.150000000012
2024-06-28,-40.38,Groceries,Lidl,Groceries at Lidl,debit,GBP,10273.770000000013
2024-06-28,-87.17,Utilities,British Gas,Utilities at British Gas,debit,GBP,10186.600000000013
2024-06-28,-46.57,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,10140.030000000013
2024-06-29,-8.49,Transport,BP,Transport at BP,debit,GBP,10131.540000000014
2024-06-29,-72.46,Shopping,Next,Shopping at Next,debit,GBP,10059.080000000014
2024-06-29,-68.19,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,9990.890000000014
2024-06-29,-41.26,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,9949.630000000014
2024-06-30,-17.98,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,9931.650000000014
2024-06-30,-127.48,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,9804.170000000015
2024-07-01,-26.72,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,9777.450000000015
2024-07-01,-62.74,Shopping,H&M,Shopping at H&M,debit,GBP,9714.710000000015
2024-07-02,-16.74,Dining Out,Local Pub,Dining Out at Local Pub,debit,GBP,9697.970000000016
2024-07-03,-45.87,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,9652.100000000015
2024-07-04,-91.78,Groceries,Aldi,Groceries at Aldi,debit,GBP,9560.320000000014
2024-07-04,-123.54,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,9436.780000000013
2024-07-05,-50.89,Groceries,ASDA,Groceries at ASDA,debit,GBP,9385.890000000014
2024-07-05,-16.78,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,9369.110000000013
2024-07-06,-44.69,Entertainment,Netflix,Entertainment at Netflix,debit,GBP,9324.420000000013
2024-07-06,-18.61,Transport,BP,Transport at BP,debit,GBP,9305.810000000012
2024-07-08,-63.21,Groceries,Aldi,Groceries at Aldi,debit,GBP,9242.600000000013
2024-07-09,-62.94,Groceries,Iceland,Groceries at Iceland,debit,GBP,9179.660000000013
2024-07-09,-53.67,Transport,TfL,Transport at TfL,debit,GBP,9125.990000000013
2024-07-10,-46.6,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,9079.390000000012
2024-07-10,-48.28,Entertainment,Cinema,Entertainment at Cinema,debit,GBP,9031.110000000011
2024-07-11,-67.42,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,8963.690000000011
2024-07-11,-21.99,Other,Online Purchase,Other at Online Purchase,debit,GBP,8941.700000000012
2024-07-11,-58.72,Shopping,H&M,Shopping at H&M,debit,GBP,8882.980000000012
2024-07-12,-126.8,Groceries,Tesco,Groceries at Tesco,debit,GBP,8756.180000000013
2024-07-12,-47.01,Shopping,Zara,Shopping at Zara,debit,GBP,8709.170000000013
2024-07-13,-27.14,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,GBP,8682.030000000013
2024-07-14,-103.97,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,8578.060000000014
2024-07-14,-168.89,Shopping,Zara,Shopping at Zara,debit,GBP,8409.170000000015
2024-07-14,-24.73,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,8384.440000000015
2024-07-16,-64.63,Groceries,Tesco,Groceries at Tesco,debit,GBP,8319.810000000016
2024-07-16,-71.85,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,8247.960000000015
2024-07-16,-17.82,Healthcare,NHS Prescription,Healthcare at NHS Prescription,debit,GBP,8230.140000000016
2024-07-17,-103.74,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,8126.400000000016
2024-07-19,-25.52,Utilities,Thames Water,Utilities at Thames Water,debit,GBP,8100.880000000016
2024-07-19,-68.99,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,8031.890000000016
2024-07-19,-66.78,Groceries,Lidl,Groceries at Lidl,debit,GBP,7965.110000000016
2024-07-20,-47.77,Groceries,Tesco,Groceries at Tesco,debit,GBP,7917.340000000016
2024-07-20,-38.64,Transport,National Rail,Transport at National Rail,debit,GBP,7878.700000000015
2024-07-20,-62.68,Groceries,Lidl,Groceries at Lidl,debit,GBP,7816.020000000015
2024-07-21,-56.04,Healthcare,Dentist,Healthcare at Dentist,debit,GBP,7759.980000000015
2024-07-22,-31.73,Dining Out,Local Pub,Dining Out at Local Pub,debit,GBP,7728.2500000000155
2024-07-22,-13.33,Entertainment,Netflix,Entertainment at Netflix,debit,GBP,7714.9200000000155
2024-07-23,-42.46,Groceries,Aldi,Groceries at Aldi,debit,GBP,7672.4600000000155
2024-07-24,-87.83,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,7584.630000000016
2024-07-24,-87.72,Groceries,Lidl,Groceries at Lidl,debit,GBP,7496.910000000015
2024-07-25,-34.9,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,7462.010000000016
2024-07-25,-10.17,Healthcare,NHS Prescription,Healthcare at NHS Prescription,debit,GBP,7451.840000000016
2024-07-26,-39.95,Healthcare,Pharmacy,Healthcare at Pharmacy,debit,GBP,7411.890000000016
2024-07-27,-81.27,Groceries,Tesco,Groceries at Tesco,debit,GBP,7330.620000000015
2024-07-27,-204.73,Shopping,Next,Shopping at Next,debit,GBP,7125.890000000016
2024-07-28,-80.63,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,7045.260000000016
2024-07-28,-31.81,Groceries,Aldi,Groceries at Aldi,debit,GBP,7013.450000000015
2024-07-29,-66.26,Shopping,M&S,Shopping at M&S,debit,GBP,6947.190000000015
2024-07-30,-17.15,Dining Out,Local Pub,Dining Out at Local Pub,debit,GBP,6930.040000000015
2024-07-30,-46.61,Transport,First Bus,Transport at First Bus,debit,GBP,6883.430000000016
2024-07-30,-45.14,Shopping,John Lewis,Shopping at John Lewis,debit,GBP,6838.290000000015
2024-07-31,-100.05,Groceries,Iceland,Groceries at Iceland,debit,GBP,6738.240000000015
2024-07-31,2016.78,Income,Company Ltd,Monthly Salary,credit,GBP,8755.020000000015
2024-08-01,-80.08,Utilities,Thames Water,Utilities at Thames Water,debit,GBP,8674.940000000015
2024-08-01,-25.89,Entertainment,Netflix,Entertainment at Netflix,debit,GBP,8649.050000000016
2024-08-01,-17.05,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,GBP,8632.000000000016
2024-08-02,-22.29,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,GBP,8609.710000000015
2024-08-02,-21.02,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,8588.690000000015
2024-08-03,-105.92,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,8482.770000000015
2024-08-03,-12.21,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,8470.560000000016
2024-08-03,-28.86,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,8441.700000000015
2024-08-04,-75.65,Utilities,British Gas,Utilities at British Gas,debit,GBP,8366.050000000016
2024-08-04,-41.86,Transport,Shell,Transport at Shell,debit,GBP,8324.190000000015
2024-08-05,-6.95,Transport,BP,Transport at BP,debit,GBP,8317.240000000014
2024-08-05,-17.43,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,8299.810000000014
2024-08-06,-16.62,Transport,First Bus,Transport at First Bus,debit,GBP,8283.190000000013
2024-08-07,-30.66,Entertainment,Netflix,Entertainment at Netflix,debit,GBP,8252.530000000013
2024-08-07,-163.54,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,8088.990000000013
2024-08-08,-59.81,Shopping,Next,Shopping at Next,debit,GBP,8029.180000000013
2024-08-08,-116.46,Shopping,M&S,Shopping at M&S,debit,GBP,7912.720000000013
2024-08-08,-102.41,Other,Online Purchase,Other at Online Purchase,debit,GBP,7810.310000000013
2024-08-09,-194.44,Shopping,John Lewis,Shopping at John Lewis,debit,GBP,7615.8700000000135
2024-08-10,-37.1,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,7578.770000000013
2024-08-10,-98.25,Shopping,Boots,Shopping at Boots,debit,GBP,7480.520000000013
2024-08-10,-45.95,Entertainment,Netflix,Entertainment at Netflix,debit,GBP,7434.570000000013
2024-08-11,-9.01,Transport,TfL,Transport at TfL,debit,GBP,7425.560000000013
2024-08-11,-13.9,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,7411.6600000000135
2024-08-12,-28.93,Healthcare,Private GP,Healthcare at Private GP,debit,GBP,7382.730000000013
2024-08-12,-61.75,Healthcare,Dentist,Healthcare at Dentist,debit,GBP,7320.980000000013
2024-08-12,-69.3,Transport,First Bus,Transport at First Bus,debit,GBP,7251.680000000013
2024-08-13,-54.86,Healthcare,Private GP,Healthcare at Private GP,debit,GBP,7196.820000000013
2024-08-14,-53.03,Transport,National Rail,Transport at National Rail,debit,GBP,7143.790000000014
2024-08-15,-36.06,Transport,First Bus,Transport at First Bus,debit,GBP,7107.730000000013
2024-08-15,-26.55,Transport,TfL,Transport at TfL,debit,GBP,7081.180000000013
2024-08-16,-29.43,Utilities,EDF Energy,Utilities at EDF Energy,debit,GBP,7051.750000000013
2024-08-16,-102.66,Utilities,Thames Water,Utilities at Thames Water,debit,GBP,6949.090000000013
2024-08-16,-35.38,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,6913.710000000013
2024-08-18,-127.55,Shopping,John Lewis,Shopping at John Lewis,debit,GBP,6786.160000000013
2024-08-18,-100.24,Groceries,Tesco,Groceries at Tesco,debit,GBP,6685.920000000013
2024-08-18,-22.56,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,6663.360000000012
2024-08-19,-29.73,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,6633.630000000013
2024-08-19,-54.73,Healthcare,NHS Prescription,Healthcare at NHS Prescription,debit,GBP,6578.900000000013
2024-08-20,-135.88,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,6443.020000000013
2024-08-20,-98.04,Groceries,Iceland,Groceries at Iceland,debit,GBP,6344.980000000013
2024-08-22,-174.88,Shopping,John Lewis,Shopping at John Lewis,debit,GBP,6170.100000000013
2024-08-23,-35.29,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,6134.810000000013
2024-08-25,-20.03,Groceries,Iceland,Groceries at Iceland,debit,GBP,6114.780000000013
2024-08-25,-170.29,Shopping,M&S,Shopping at M&S,debit,GBP,5944.490000000013
2024-08-26,-110.74,Utilities,Sky,Utilities at Sky,debit,GBP,5833.750000000014
2024-08-28,-74.64,Utilities,EDF Energy,Utilities at EDF Energy,debit,GBP,5759.110000000013
2024-08-30,-11.13,Healthcare,Dentist,Healthcare at Dentist,debit,GBP,5747.980000000013
2024-08-30,-43.91,Healthcare,Dentist,Healthcare at Dentist,debit,GBP,5704.070000000013
2024-08-30,-47.41,Groceries,Aldi,Groceries at Aldi,debit,GBP,5656.6600000000135
2024-08-31,-114.07,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,5542.590000000014
2024-08-31,-31.3,Dining Out,Local Pub,Dining Out at Local Pub,debit,GBP,5511.290000000014
2024-08-31,3817.04,Income,Employer Inc,Monthly Salary,credit,GBP,9328.330000000013
2024-08-31,-31.4,Groceries,Tesco,Groceries at Tesco,debit,GBP,9296.930000000013
2024-09-01,2474.32,Income,Employer Inc,Monthly Salary,credit,GBP,11771.250000000013
2024-09-01,-38.0,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,11733.250000000013
2024-09-02,-14.11,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,11719.140000000012
2024-09-02,-107.48,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,11611.660000000013
2024-09-03,-29.73,Dining Out,Nando's,Dining Out at Nando's,debit,GBP,11581.930000000013
2024-09-05,-84.31,Groceries,ASDA,Groceries at ASDA,debit,GBP,11497.620000000014
2024-09-06,-52.03,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,11445.590000000013
2024-09-07,-28.02,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,11417.570000000012
2024-09-07,-10.08,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,11407.490000000013
2024-09-08,-46.55,Transport,BP,Transport at BP,debit,GBP,11360.940000000013
2024-09-08,-30.68,Transport,Shell,Transport at Shell,debit,GBP,11330.260000000013
2024-09-09,-38.15,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,11292.110000000013
2024-09-09,-72.15,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,11219.960000000014
2024-09-10,-79.54,Healthcare,Opticians,Healthcare at Opticians,debit,GBP,11140.420000000013
2024-09-10,-45.6,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,11094.820000000012
2024-09-11,-33.51,Entertainment,Football Tickets,Entertainment at Football Tickets,debit,GBP,11061.310000000012
2024-09-11,-155.76,Shopping,Boots,Shopping at Boots,debit,GBP,10905.550000000012
2024-09-11,-149.09,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,10756.460000000012
2024-09-12,-60.82,Transport,BP,Transport at BP,debit,GBP,10695.640000000012
2024-09-12,-13.5,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,10682.140000000012
2024-09-12,-47.89,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,10634.250000000013
2024-09-13,-49.28,Healthcare,Private GP,Healthcare at Private GP,debit,GBP,10584.970000000012
2024-09-14,-26.37,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,10558.600000000011
2024-09-14,-112.23,Utilities,Sky,Utilities at Sky,debit,GBP,10446.370000000012
2024-09-15,-19.13,Shopping,Next,Shopping at Next,debit,GBP,10427.240000000013
2024-09-15,-42.22,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,10385.020000000013
2024-09-15,-49.58,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,10335.440000000013
2024-09-16,-55.5,Other,Online Purchase,Other at Online Purchase,debit,GBP,10279.940000000013
2024-09-16,-183.12,Shopping,H&M,Shopping at H&M,debit,GBP,10096.820000000012
2024-09-16,-126.69,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,9970.130000000012
2024-09-17,-53.24,Transport,National Rail,Transport at National Rail,debit,GBP,9916.890000000012
2024-09-17,-28.07,Dining Out,Local Pub,Dining Out at Local Pub,debit,GBP,9888.820000000012
2024-09-17,-19.69,Healthcare,Dentist,Healthcare at Dentist,debit,GBP,9869.130000000012
2024-09-18,-82.06,Shopping,H&M,Shopping at H&M,debit,GBP,9787.070000000012
2024-09-18,-104.21,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,9682.860000000013
2024-09-18,-37.31,Transport,First Bus,Transport at First Bus,debit,GBP,9645.550000000014
2024-09-19,-32.24,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,9613.310000000014
2024-09-19,-57.48,Transport,TfL,Transport at TfL,debit,GBP,9555.830000000014
2024-09-20,-112.81,Groceries,Lidl,Groceries at Lidl,debit,GBP,9443.020000000015
2024-09-20,-93.27,Utilities,Sky,Utilities at Sky,debit,GBP,9349.750000000015
2024-09-20,-18.27,Groceries,Lidl,Groceries at Lidl,debit,GBP,9331.480000000014
2024-09-21,-37.93,Dining Out,Local Pub,Dining Out at Local Pub,debit,GBP,9293.550000000014
2024-09-23,-25.07,Groceries,Iceland,Groceries at Iceland,debit,GBP,9268.480000000014
2024-09-23,-29.92,Healthcare,Pharmacy,Healthcare at Pharmacy,debit,GBP,9238.560000000014
2024-09-24,-78.34,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,9160.220000000014
2024-09-24,-35.17,Dining Out,McDonald's,Dining Out at McDonald's,debit,GBP,9125.050000000014
2024-09-25,-25.33,Entertainment,Cinema,Entertainment at Cinema,debit,GBP,9099.720000000014
2024-09-26,-32.48,Transport,National Rail,Transport at National Rail,debit,GBP,9067.240000000014
2024-09-26,-88.18,Shopping,Boots,Shopping at Boots,debit,GBP,8979.060000000014
2024-09-27,-30.0,Groceries,Tesco,Groceries at Tesco,debit,GBP,8949.060000000014
2024-09-27,-16.11,Transport,TfL,Transport at TfL,debit,GBP,8932.950000000013
2024-09-27,-40.32,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,8892.630000000014
2024-09-28,-21.53,Transport,TfL,Transport at TfL,debit,GBP,8871.100000000013
2024-09-29,-20.37,Dining Out,Nando's,Dining Out at Nando's,debit,GBP,8850.730000000012
2024-09-30,-30.25,Utilities,British Gas,Utilities at British Gas,debit,GBP,8820.480000000012
2024-09-30,-25.89,Shopping,Boots,Shopping at Boots,debit,GBP,8794.590000000013
2024-10-01,-38.96,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,8755.630000000014
2024-10-01,-10.62,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,8745.010000000013
2024-10-01,-46.09,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,8698.920000000013
2024-10-02,-77.05,Transport,TfL,Transport at TfL,debit,GBP,8621.870000000014
2024-10-03,-88.09,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,8533.780000000013
2024-10-04,-48.18,Entertainment,Cinema,Entertainment at Cinema,debit,GBP,8485.600000000013
2024-10-05,-45.16,Entertainment,Cinema,Entertainment at Cinema,debit,GBP,8440.440000000013
2024-10-06,-140.32,Utilities,Thames Water,Utilities at Thames Water,debit,GBP,8300.120000000014
2024-10-06,-30.25,Entertainment,Netflix,Entertainment at Netflix,debit,GBP,8269.870000000014
2024-10-06,-37.92,Dining Out,Nando's,Dining Out at Nando's,debit,GBP,8231.950000000013
2024-10-06,-30.14,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,8201.810000000014
2024-10-07,-60.98,Shopping,Zara,Shopping at Zara,debit,GBP,8140.8300000000145
2024-10-07,-70.25,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,8070.5800000000145
2024-10-08,-53.48,Entertainment,Gym Membership,Entertainment at Gym Membership,debit,GBP,8017.100000000015
2024-10-08,-91.83,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,7925.270000000015
2024-10-09,-24.99,Transport,First Bus,Transport at First Bus,debit,GBP,7900.280000000015
2024-10-09,-20.45,Dining Out,Starbucks,Dining Out at Starbucks,debit,GBP,7879.830000000015
2024-10-10,-11.11,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,7868.720000000016
2024-10-10,-75.46,Transport,Shell,Transport at Shell,debit,GBP,7793.260000000016
2024-10-11,-15.09,Transport,National Rail,Transport at National Rail,debit,GBP,7778.1700000000155
2024-10-12,-64.39,Utilities,British Gas,Utilities at British Gas,debit,GBP,7713.780000000015
2024-10-12,-114.39,Groceries,Lidl,Groceries at Lidl,debit,GBP,7599.390000000015
2024-10-15,-18.21,Groceries,Tesco,Groceries at Tesco,debit,GBP,7581.180000000015
2024-10-16,-41.48,Healthcare,Opticians,Healthcare at Opticians,debit,GBP,7539.700000000015
2024-10-16,-5.08,Transport,National Rail,Transport at National Rail,debit,GBP,7534.620000000015
2024-10-17,-13.66,Transport,TfL,Transport at TfL,debit,GBP,7520.9600000000155
2024-10-17,-12.89,Healthcare,NHS Prescription,Healthcare at NHS Prescription,debit,GBP,7508.070000000015
2024-10-17,-89.8,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,7418.270000000015
2024-10-18,-48.75,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,7369.520000000015
2024-10-18,-124.17,Shopping,Next,Shopping at Next,debit,GBP,7245.350000000015
2024-10-19,-40.7,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,7204.650000000015
2024-10-20,-48.0,Groceries,ASDA,Groceries at ASDA,debit,GBP,7156.650000000015
2024-10-20,-95.9,Utilities,BT,Utilities at BT,debit,GBP,7060.7500000000155
2024-10-23,-97.03,Groceries,Iceland,Groceries at Iceland,debit,GBP,6963.720000000016
2024-10-24,-80.24,Shopping,Zara,Shopping at Zara,debit,GBP,6883.480000000016
2024-10-25,-6.53,Dining Out,Local Pub,Dining Out at Local Pub,debit,GBP,6876.950000000016
2024-10-26,-52.47,Utilities,BT,Utilities at BT,debit,GBP,6824.480000000016
2024-10-26,-77.82,Utilities,Sky,Utilities at Sky,debit,GBP,6746.660000000016
2024-10-27,-20.55,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,6726.110000000016
2024-10-27,-115.69,Shopping,M&S,Shopping at M&S,debit,GBP,6610.420000000016
2024-10-28,-173.88,Shopping,John Lewis,Shopping at John Lewis,debit,GBP,6436.540000000016
2024-10-28,-68.12,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,6368.420000000016
2024-10-29,-51.44,Utilities,Sky,Utilities at Sky,debit,GBP,6316.980000000017
2024-10-29,-121.67,Groceries,Lidl,Groceries at Lidl,debit,GBP,6195.310000000017
2024-10-30,-98.47,Other,Miscellaneous,Other at Miscellaneous,debit,GBP,6096.8400000000165
2024-10-31,4018.67,Income,Employer Inc,Monthly Salary,credit,GBP,10115.510000000017
2024-10-31,-23.33,Dining Out,Local Pub,Dining Out at Local Pub,debit,GBP,10092.180000000017
2024-10-31,-28.61,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,10063.570000000016
2024-10-31,-57.26,Groceries,Iceland,Groceries at Iceland,debit,GBP,10006.310000000016
2024-11-01,-78.19,Groceries,Tesco,Groceries at Tesco,debit,GBP,9928.120000000015
2024-11-01,-87.65,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,9840.470000000016
2024-11-02,-86.83,Healthcare,Dentist,Healthcare at Dentist,debit,GBP,9753.640000000016
2024-11-04,-56.06,Entertainment,Football Tickets,Entertainment at Football Tickets,debit,GBP,9697.580000000016
2024-11-05,-25.35,Entertainment,Netflix,Entertainment at Netflix,debit,GBP,9672.230000000016
2024-11-05,-70.85,Groceries,Tesco,Groceries at Tesco,debit,GBP,9601.380000000016
2024-11-06,-53.53,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,9547.850000000015
2024-11-07,-137.1,Shopping,Boots,Shopping at Boots,debit,GBP,9410.750000000015
2024-11-08,-89.29,Utilities,British Gas,Utilities at British Gas,debit,GBP,9321.460000000014
2024-11-09,-70.79,Shopping,Amazon UK,Shopping at Amazon UK,debit,GBP,9250.670000000013
2024-11-10,-19.61,Dining Out,Costa Coffee,Dining Out at Costa Coffee,debit,GBP,9231.060000000012
2024-11-11,-55.07,Transport,TfL,Transport at TfL,debit,GBP,9175.990000000013
2024-11-11,-30.89,Other,ATM Withdrawal,Other at ATM Withdrawal,debit,GBP,9145.100000000013
2024-11-12,-18.58,Entertainment,Football Tickets,Entertainment at Football Tickets,debit,GBP,9126.520000000013
2024-11-13,-39.84,Transport,Shell,Transport at Shell,debit,GBP,9086.680000000013
2024-11-13,-32.73,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,9053.950000000013
2024-11-14,-37.32,Transport,First Bus,Transport at First Bus,debit,GBP,9016.630000000014
2024-11-14,-41.41,Groceries,Tesco,Groceries at Tesco,debit,GBP,8975.220000000014
2024-11-14,-25.62,Utilities,Sky,Utilities at Sky,debit,GBP,8949.600000000013
2024-11-16,-60.46,Transport,TfL,Transport at TfL,debit,GBP,8889.140000000014
2024-11-16,-67.94,Shopping,H&M,Shopping at H&M,debit,GBP,8821.200000000013
2024-11-16,-24.23,Groceries,ASDA,Groceries at ASDA,debit,GBP,8796.970000000014
2024-11-17,-93.23,Utilities,Virgin Media,Utilities at Virgin Media,debit,GBP,8703.740000000014
2024-11-17,-89.58,Groceries,Iceland,Groceries at Iceland,debit,GBP,8614.160000000014
2024-11-17,-16.99,Groceries,Lidl,Groceries at Lidl,debit,GBP,8597.170000000015
2024-11-18,-17.73,Groceries,Lidl,Groceries at Lidl,debit,GBP,8579.440000000015
2024-11-18,-24.71,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,8554.730000000016
2024-11-19,-41.46,Transport,TfL,Transport at TfL,debit,GBP,8513.270000000017
2024-11-19,-14.04,Other,ATM Withdrawal,Other at ATM Withdrawal,debit,GBP,8499.230000000016
2024-11-20,-48.0,Transport,Shell,Transport at Shell,debit,GBP,8451.230000000016
2024-11-20,-29.44,Entertainment,Netflix,Entertainment at Netflix,debit,GBP,8421.790000000015
2024-11-21,-29.68,Entertainment,Spotify,Entertainment at Spotify,debit,GBP,8392.110000000015
2024-11-21,-127.97,Groceries,Tesco,Groceries at Tesco,debit,GBP,8264.140000000016
2024-11-22,-69.04,Healthcare,NHS Prescription,Healthcare at NHS Prescription,debit,GBP,8195.100000000015
2024-11-22,-31.42,Groceries,Tesco,Groceries at Tesco,debit,GBP,8163.680000000015
2024-11-22,-28.86,Shopping,Boots,Shopping at Boots,debit,GBP,8134.820000000015
2024-11-23,-47.85,Transport,Shell,Transport at Shell,debit,GBP,8086.970000000015
2024-11-23,-120.2,Shopping,H&M,Shopping at H&M,debit,GBP,7966.770000000015
2024-11-24,-28.39,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,7938.380000000015
2024-11-26,-82.53,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,7855.850000000015
2024-11-27,-50.73,Transport,Tesco Petrol,Transport at Tesco Petrol,debit,GBP,7805.120000000015
2024-11-28,-51.77,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,7753.350000000015
2024-11-28,-78.78,Groceries,Lidl,Groceries at Lidl,debit,GBP,7674.570000000015
2024-11-30,5979.57,Income,Workplace PLC,Monthly Salary,credit,GBP,13654.140000000014
2024-11-30,-14.69,Dining Out,Costa Coffee,Dining Out at Costa Coffee,debit,GBP,13639.450000000013
2024-11-30,-6.85,Dining Out,Pizza Express,Dining Out at Pizza Express,debit,GBP,13632.600000000013
2024-12-01,-61.48,Healthcare,Private GP,Healthcare at Private GP,debit,GBP,13571.120000000014
2024-12-01,-99.77,Groceries,Sainsbury's,Groceries at Sainsbury's,debit,GBP,13471.350000000013
2024-12-02,-52.03,Other,Bank Transfer,Other at Bank Transfer,debit,GBP,13419.320000000012
2024-12-02,-55.79,Groceries,ASDA,Groceries at ASDA,debit,GBP,13363.530000000012
2024-12-02,-39.69,Healthcare,Private GP,Healthcare at Private GP,debit,GBP,13323.840000000011
2024-12-03,-84.23,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,13239.610000000011
2024-12-03,-62.63,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,13176.980000000012
2024-12-04,-16.27,Entertainment,Netflix,Entertainment at Netflix,debit,GBP,13160.710000000012
2024-12-04,-53.36,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,13107.350000000011
2024-12-05,-70.95,Utilities,Thames Water,Utilities at Thames Water,debit,GBP,13036.40000000001
2024-12-05,-18.28,Groceries,Morrisons,Groceries at Morrisons,debit,GBP,13018.12000000001
2024-12-06,-60.96,Healthcare,Dentist,Healthcare at Dentist,debit,GBP,12957.16000000001
2024-12-06,-101.7,Shopping,Zara,Shopping at Zara,debit,GBP,12855.46000000001
2024-12-08,-63.22,Transport,First Bus,Transport at First Bus,debit,GBP,12792.24000000001
2024-12-08,-55.26,Groceries,Aldi,Groceries at Aldi,debit,GBP,12736.98000000001
2024-12-08,-80.48,Utilities,EDF Energy,Utilities at EDF Energy,debit,GBP,12656.500000000011
2024-12-08,-42.19,Dining Out,Wagamama,Dining Out at Wagamama,debit,GBP,12614.31000000001
2024-12-09,-42.49,Shopping,Next,Shopping at Next,debit,GBP,12571.82000000001
2024-12-09,-71.5,Utilities,Sky,Utilities at Sky,debit,GBP,12500.32000000001
